"country","year","gdpPercap","lifeExp"
"Spain",1967,7993.512294,71.44
"Spain",1972,10638.75131,73.06
"Spain",1977,13236.92117,74.39
"Spain",1982,13926.16997,76.3
"Spain",1987,15764.98313,76.9
"Spain",1992,18603.06452,77.57
"Spain",1997,20445.29896,78.77
"Spain",2002,24835.47166,79.78
"Spain",2007,28821.0637,80.941
"Sri Lanka",1952,1083.53203,57.593
"Sri Lanka",1957,1072.546602,61.456
"Sri Lanka",1962,1074.47196,62.192
"Sri Lanka",1967,1135.514326,64.266
"Sri Lanka",1972,1213.39553,65.042
"Sri Lanka",1977,1348.775651,65.949
"Sri Lanka",1982,1648.079789,68.757
"Sri Lanka",1987,1876.766827,69.011
"Sri Lanka",1992,2153.739222,70.379
"Sri Lanka",1997,2664.477257,70.457
"Sri Lanka",2002,3015.378833,70.815
"Sri Lanka",2007,3970.095407,72.396
"Sudan",1952,1615.991129,38.635
"Sudan",1957,1770.337074,39.624
"Sudan",1962,1959.593767,40.87
"Sudan",1967,1687.997641,42.858
"Sudan",1972,1659.652775,45.083
"Sudan",1977,2202.988423,47.8
"Sudan",1982,1895.544073,50.338
"Sudan",1987,1507.819159,51.744
"Sudan",1992,1492.197043,53.556
"Sudan",1997,1632.210764,55.373
"Sudan",2002,1993.398314,56.369
"Sudan",2007,2602.394995,58.556
"Swaziland",1952,1148.376626,41.407
"Swaziland",1957,1244.708364,43.424
"Swaziland",1962,1856.182125,44.992
"Swaziland",1967,2613.101665,46.633
"Swaziland",1972,3364.836625,49.552
"Swaziland",1977,3781.410618,52.537
"Swaziland",1982,3895.384018,55.561
"Swaziland",1987,3984.839812,57.678
"Swaziland",1992,3553.0224,58.474
"Swaziland",1997,3876.76846,54.289
"Swaziland",2002,4128.116943,43.869
"Swaziland",2007,4513.480643,39.613
"Sweden",1952,8527.844662,71.86
"Sweden",1957,9911.878226,72.49
"Sweden",1962,12329.44192,73.37
"Sweden",1967,15258.29697,74.16
"Sweden",1972,17832.02464,74.72
"Sweden",1977,18855.72521,75.44
"Sweden",1982,20667.38125,76.42
"Sweden",1987,23586.92927,77.19
"Sweden",1992,23880.01683,78.16
"Sweden",1997,25266.59499,79.39
"Sweden",2002,29341.63093,80.04
"Sweden",2007,33859.74835,80.884
"Switzerland",1952,14734.23275,69.62
"Switzerland",1957,17909.48973,70.56
"Switzerland",1962,20431.0927,71.32
"Switzerland",1967,22966.14432,72.77
"Switzerland",1972,27195.11304,73.78
"Switzerland",1977,26982.29052,75.39
"Switzerland",1982,28397.71512,76.21
"Switzerland",1987,30281.70459,77.41
"Switzerland",1992,31871.5303,78.03
"Switzerland",1997,32135.32301,79.37
"Switzerland",2002,34480.95771,80.62
"Switzerland",2007,37506.41907,81.701
"Syria",1952,1643.485354,45.883
"Syria",1957,2117.234893,48.284
"Syria",1962,2193.037133,50.305
"Syria",1967,1881.923632,53.655
"Syria",1972,2571.423014,57.296
"Syria",1977,3195.484582,61.195
"Syria",1982,3761.837715,64.59
"Syria",1987,3116.774285,66.974
"Syria",1992,3340.542768,69.249
"Syria",1997,4014.238972,71.527
"Syria",2002,4090.925331,73.053
"Syria",2007,4184.548089,74.143
"Taiwan",1952,1206.947913,58.5
"Taiwan",1957,1507.86129,62.4
"Taiwan",1962,1822.879028,65.2
"Taiwan",1967,2643.858681,67.5
"Taiwan",1972,4062.523897,69.39
"Taiwan",1977,5596.519826,70.59
"Taiwan",1982,7426.354774,72.16
"Taiwan",1987,11054.56175,73.4
"Taiwan",1992,15215.6579,74.26
"Taiwan",1997,20206.82098,75.25
"Taiwan",2002,23235.42329,76.99
"Taiwan",2007,28718.27684,78.4
"Tanzania",1952,716.6500721,41.215
"Tanzania",1957,698.5356073,42.974
"Tanzania",1962,722.0038073,44.246
"Tanzania",1967,848.2186575,45.757
"Tanzania",1972,915.9850592,47.62
"Tanzania",1977,962.4922932,49.919
"Tanzania",1982,874.2426069,50.608
"Tanzania",1987,831.8220794,51.535
"Tanzania",1992,825.682454,50.44
"Tanzania",1997,789.1862231,48.466
"Tanzania",2002,899.0742111,49.651
"Tanzania",2007,1107.482182,52.517
"Thailand",1952,757.7974177,50.848
"Thailand",1957,793.5774148,53.63
"Thailand",1962,1002.199172,56.061
"Thailand",1967,1295.46066,58.285
"Thailand",1972,1524.358936,60.405
"Thailand",1977,1961.224635,62.494
"Thailand",1982,2393.219781,64.597
"Thailand",1987,2982.653773,66.084
"Thailand",1992,4616.896545,67.298
"Thailand",1997,5852.625497,67.521
"Thailand",2002,5913.187529,68.564
"Thailand",2007,7458.396327,70.616
"Togo",1952,859.8086567,38.596
"Togo",1957,925.9083202,41.208
"Togo",1962,1067.53481,43.922
"Togo",1967,1477.59676,46.769
"Togo",1972,1649.660188,49.759
"Togo",1977,1532.776998,52.887
"Togo",1982,1344.577953,55.471
"Togo",1987,1202.201361,56.941
"Togo",1992,1034.298904,58.061
"Togo",1997,982.2869243,58.39
"Togo",2002,886.2205765,57.561
"Togo",2007,882.9699438,58.42
"Trinidad and Tobago",1952,3023.271928,59.1
"Trinidad and Tobago",1957,4100.3934,61.8
"Trinidad and Tobago",1962,4997.523971,64.9
"Trinidad and Tobago",1967,5621.368472,65.4
"Trinidad and Tobago",1972,6619.551419,65.9
"Trinidad and Tobago",1977,7899.554209,68.3
"Trinidad and Tobago",1982,9119.528607,68.832
"Trinidad and Tobago",1987,7388.597823,69.582
"Trinidad and Tobago",1992,7370.990932,69.862
"Trinidad and Tobago",1997,8792.573126,69.465
"Trinidad and Tobago",2002,11460.60023,68.976
"Trinidad and Tobago",2007,18008.50924,69.819
"Tunisia",1952,1468.475631,44.6
"Tunisia",1957,1395.232468,47.1
"Tunisia",1962,1660.30321,49.579
"Tunisia",1967,1932.360167,52.053
"Tunisia",1972,2753.285994,55.602
"Tunisia",1977,3120.876811,59.837
"Tunisia",1982,3560.233174,64.048
"Tunisia",1987,3810.419296,66.894
"Tunisia",1992,4332.720164,70.001
"Tunisia",1997,4876.798614,71.973
"Tunisia",2002,5722.895655,73.042
"Tunisia",2007,7092.923025,73.923
"Turkey",1952,1969.10098,43.585
"Turkey",1957,2218.754257,48.079
"Turkey",1962,2322.869908,52.098
"Turkey",1967,2826.356387,54.336
"Turkey",1972,3450.69638,57.005
"Turkey",1977,4269.122326,59.507
"Turkey",1982,4241.356344,61.036
"Turkey",1987,5089.043686,63.108
"Turkey",1992,5678.348271,66.146
"Turkey",1997,6601.429915,68.835
"Turkey",2002,6508.085718,70.845
"Turkey",2007,8458.276384,71.777
"Uganda",1952,734.753484,39.978
"Uganda",1957,774.3710692,42.571
"Uganda",1962,767.2717398,45.344
"Uganda",1967,908.9185217,48.051
"Uganda",1972,950.735869,51.016
"Uganda",1977,843.7331372,50.35
"Uganda",1982,682.2662268,49.849
"Uganda",1987,617.7244065,51.509
"Uganda",1992,644.1707969,48.825
"Uganda",1997,816.559081,44.578
"Uganda",2002,927.7210018,47.813
"Uganda",2007,1056.380121,51.542
"United Kingdom",1952,9979.508487,69.18
"United Kingdom",1957,11283.17795,70.42
"United Kingdom",1962,12477.17707,70.76
"United Kingdom",1967,14142.85089,71.36
"United Kingdom",1972,15895.11641,72.01
"United Kingdom",1977,17428.74846,72.76
"United Kingdom",1982,18232.42452,74.04
"United Kingdom",1987,21664.78767,75.007
"United Kingdom",1992,22705.09254,76.42
"United Kingdom",1997,26074.53136,77.218
"United Kingdom",2002,29478.99919,78.471
"United Kingdom",2007,33203.26128,79.425
"United States",1952,13990.48208,68.44
"United States",1957,14847.12712,69.49
"United States",1962,16173.14586,70.21
"United States",1967,19530.36557,70.76
"United States",1972,21806.03594,71.34
"United States",1977,24072.63213,73.38
"United States",1982,25009.55914,74.65
"United States",1987,29884.35041,75.02
"United States",1992,32003.93224,76.09
"United States",1997,35767.43303,76.81
"United States",2002,39097.09955,77.31
"United States",2007,42951.65309,78.242
"Uruguay",1952,5716.766744,66.071
"Uruguay",1957,6150.772969,67.044
"Uruguay",1962,5603.357717,68.253
"Uruguay",1967,5444.61962,68.468
"Uruguay",1972,5703.408898,68.673
"Uruguay",1977,6504.339663,69.481
"Uruguay",1982,6920.223051,70.805
"Uruguay",1987,7452.398969,71.918
"Uruguay",1992,8137.004775,72.752
"Uruguay",1997,9230.240708,74.223
"Uruguay",2002,7727.002004,75.307
"Uruguay",2007,10611.46299,76.384
"Venezuela",1952,7689.799761,55.088
"Venezuela",1957,9802.466526,57.907
"Venezuela",1962,8422.974165,60.77
"Venezuela",1967,9541.474188,63.479
"Venezuela",1972,10505.25966,65.712
"Venezuela",1977,13143.95095,67.456
"Venezuela",1982,11152.41011,68.557
"Venezuela",1987,9883.584648,70.19
"Venezuela",1992,10733.92631,71.15
"Venezuela",1997,10165.49518,72.146
"Venezuela",2002,8605.047831,72.766
"Venezuela",2007,11415.80569,73.747
"Vietnam",1952,605.0664917,40.412
"Vietnam",1957,676.2854478,42.887
"Vietnam",1962,772.0491602,45.363
"Vietnam",1967,637.1232887,47.838
"Vietnam",1972,699.5016441,50.254
"Vietnam",1977,713.5371196,55.764
"Vietnam",1982,707.2357863,58.816
"Vietnam",1987,820.7994449,62.82
"Vietnam",1992,989.0231487,67.662
"Vietnam",1997,1385.896769,70.672
"Vietnam",2002,1764.456677,73.017
"Vietnam",2007,2441.576404,74.249
"West Bank and Gaza",1952,1515.592329,43.16
"West Bank and Gaza",1957,1827.067742,45.671
"West Bank and Gaza",1962,2198.956312,48.127
"West Bank and Gaza",1967,2649.715007,51.631
"West Bank and Gaza",1972,3133.409277,56.532
"West Bank and Gaza",1977,3682.831494,60.765
"West Bank and Gaza",1982,4336.032082,64.406
"West Bank and Gaza",1987,5107.197384,67.046
"West Bank and Gaza",1992,6017.654756,69.718
"West Bank and Gaza",1997,7110.667619,71.096
"West Bank and Gaza",2002,4515.487575,72.37
"West Bank and Gaza",2007,3025.349798,73.422
"Yemen, Rep.",1952,781.7175761,32.548
"Yemen, Rep.",1957,804.8304547,33.97
"Yemen, Rep.",1962,825.6232006,35.18
"Yemen, Rep.",1967,862.4421463,36.984
"Yemen, Rep.",1972,1265.047031,39.848
"Yemen, Rep.",1977,1829.765177,44.175
"Yemen, Rep.",1982,1977.55701,49.113
"Yemen, Rep.",1987,1971.741538,52.922
"Yemen, Rep.",1992,1879.496673,55.599
"Yemen, Rep.",1997,2117.484526,58.02
"Yemen, Rep.",2002,2234.820827,60.308
"Yemen, Rep.",2007,2280.769906,62.698
"Zambia",1952,1147.388831,42.038
"Zambia",1957,1311.956766,44.077
"Zambia",1962,1452.725766,46.023
"Zambia",1967,1777.077318,47.768
"Zambia",1972,1773.498265,50.107
"Zambia",1977,1588.688299,51.386
"Zambia",1982,1408.678565,51.821
"Zambia",1987,1213.315116,50.821
"Zambia",1992,1210.884633,46.1
"Zambia",1997,1071.353818,40.238
"Zambia",2002,1071.613938,39.193
"Zambia",2007,1271.211593,42.384
"Zimbabwe",1952,406.8841148,48.451
"Zimbabwe",1957,518.7642681,50.469
"Zimbabwe",1962,527.2721818,52.358
"Zimbabwe",1967,569.7950712,53.995
"Zimbabwe",1972,799.3621758,55.635
"Zimbabwe",1977,685.5876821,57.674
"Zimbabwe",1982,788.8550411,60.363
"Zimbabwe",1987,706.1573059,62.351
"Zimbabwe",1992,693.4207856,60.377
"Zimbabwe",1997,792.4499603,46.809
"Zimbabwe",2002,672.0386227,39.989
"Zimbabwe",2007,469.7092981,43.487
